120172 Edwin        Comber             M  Sales Rep. III        $28,345 AU 04/01/1944 01/01/1974
120173 Hernani      Osborn             M  Sales Rep. I          $26,715 AU 02/23/1954 06/01/2007
120174 Doungkamol   Simms              F  Sales Rep. I          $26,850 AU 01/10/1944 01/01/2007
120175 Andrew       Conolly            M  Sales Rep. I          $25,745 AU 08/18/1988 10/01/2007
120176 Koavea       Pa                 M  Sales Rep. I          $26,095 AU 11/09/1986 11/01/2007
120177 Franca       Kierce             F  Sales Rep. III        $28,745 AU 04/05/1979 02/01/1998
120178 Billy        Plested            M  Sales Rep. II         $26,165 AU 11/23/1954 04/01/1974
120179 Matsuoka     Wills              M  Sales Rep. III        $28,510 AU 03/15/1974 01/01/2004
120180 Vino         George             M  Sales Rep. II         $26,970 AU 06/27/1954 12/01/1978
120198 Meera        Body               F  Sales Rep. III        $28,025 AU 01/21/1988 12/01/2006
120261 Harry        Highpoint          M  Chief Sales Officer  $243,190 US 02/21/1969 08/01/1987
121018 Julienne     Magolan            F  Sales Rep. II         $27,560 US 01/03/1944 01/01/1974
121019 Scott        Desanctis          M  Sales Rep. IV         $31,320 US 06/25/1986 06/01/2004
121020 Cherda       Ridley             F  Sales Rep. IV         $31,750 US 02/23/1984 05/01/2002
121021 Priscilla    Farren             F  Sales Rep. IV         $32,985 US 12/10/1974 03/01/1994
121022 Robert       Stevens            M  Sales Rep. IV         $32,210 US 10/28/1979 02/01/2002
121023 Shawn        Fuller             M  Sales Rep. I          $26,010 US 03/13/1964 05/01/2007
121024 Michael      Westlund           M  Sales Rep. II         $26,600 US 09/21/1984 05/01/2004
121025 Barnaby      Cassey             M  Sales Rep. II         $28,295 US 10/10/1949 09/01/1975
121026 Terrill      Jaime              M  Sales Rep. IV         $31,515 US 11/08/1986 04/01/2006
121027 Allan        Rudder             M  Sales Rep. II         $26,165 US 05/05/1964 12/01/1989
121028 William      Smades             M  Sales Rep. I          $26,585 US 04/27/1988 11/01/2007
121029 Kuo-Chung    Mcelwee            M  Sales Rep. I          $27,225 US 12/22/1964 12/01/2007
121030 Jeryl        Areu               M  Sales Rep. I          $26,745 US 11/12/1979 02/01/2007
121031 Scott        Filan              M  Sales Rep. III        $28,060 US 07/09/1964 08/01/1985
121032 Nasim        Smith              M  Sales Rep. IV         $31,335 US 02/24/1988 03/01/2006
121033 Kristie      Snitzer            F  Sales Rep. III        $29,775 US 11/06/1986 06/01/2004
121034 John         Kirkman            M  Sales Rep. II         $27,110 US 08/23/1988 01/01/2007
121035 James        Blackley           M  Sales Rep. II         $26,460 US 03/25/1944 01/01/1974
121036 Teresa       Mesley             F  Sales Rep. I          $25,965 US 07/18/1988 10/01/2007
121037 Muthukumar   Miketa             M  Sales Rep. III        $28,310 US 06/12/1974 03/01/2002
121038 David        Anstey             M  Sales Rep. I          $25,285 US 02/13/1988 08/01/2007
121039 Donald       Washington         M  Sales Rep. II         $27,460 US 06/03/1954 05/01/1980
121040 Brienne      Darrohn            F  Sales Rep. III        $29,525 US 07/06/1959 11/01/1982
121041 Jaime        Wetherington       F  Sales Rep. II         $26,120 US 02/04/1944 01/01/1974
121042 Joseph       Robbin-Coker       M  Sales Rep. III        $28,845 US 04/04/1979 11/01/1999
121043 Sigrid       Kagarise           F  Sales Rep. II         $28,225 US 11/09/1969 03/01/1992
121044 Ray          Abbott             M  Sales Rep. I          $25,660 US 12/11/1954 08/01/2007
121045 Cascile      Hampton            F  Sales Rep. II         $28,560 US 06/13/1964 01/01/1994
121046 Roger        Mandzak            M  Sales Rep. I          $25,845 US 09/07/1984 07/01/2007
121047 Karen        Grzebien           F  Sales Rep. I          $25,820 US 11/26/1979 09/01/2007
121048 Lawrie       Clark              F  Sales Rep. I          $26,560 US 06/24/1984 09/01/2007
121049 Perrior      Bataineh           F  Sales Rep. I          $26,930 US 02/14/1986 12/01/2007
121050 Patricia     Capristo-Abramczyk F  Sales Rep. II         $26,080 US 01/12/1986 12/01/2006
121051 Glorina      Myers              F  Sales Rep. I          $26,025 US 05/02/1949 11/01/2007
121052 Richard      Fay                M  Sales Rep. II         $26,900 US 01/09/1986 11/01/2006
121053 Tywanna      Mcdade             F  Sales Rep. III        $29,955 US 09/23/1944 02/01/1974
121054 Daniel       Pulliam            M  Sales Rep. III        $29,805 US 11/12/1954 11/01/1976
121055 Clement      Davis              M  Sales Rep. III        $30,185 US 01/08/1988 08/01/2006
121056 Stacey       Lyszyk             F  Sales Rep. II         $28,325 US 07/05/1984 05/01/2003
121057 Tachaun      Voron              M  Sales Rep. I          $25,125 US 12/26/1959 12/01/2007
121058 Del          Kohake             M  Sales Rep. I          $26,270 US 07/12/1974 10/01/2007
121059 Jacqulin     Carhide            F  Sales Rep. II         $27,425 US 10/25/1959 04/01/1981
121060 Elizabeth    Spofford           F  Sales Rep. III        $28,800 US 06/08/1944 01/01/1974
121061 Lauris       Hassam             M  Sales Rep. III        $29,815 US 07/16/1954 07/01/1984
121062 Debra        Armant             F  Sales Rep. IV         $30,305 US 10/28/1984 08/01/2006
121063 Regi         Kinol              M  Sales Rep. II         $35,990 US 07/27/1979 08/01/2005
121064 Asishana     Polky              M  Sales Rep. I          $25,110 US 01/28/1964 09/01/2007
121065 Corneille    Malta              F  Sales Rep. III        $28,040 US 09/05/1984 04/01/2006
121066 Ceresh       Norman             F  Sales Rep. II         $27,250 US 08/23/1944 01/01/1974
121067 Jeanilla     Macnair            F  Sales Rep. IV         $31,865 US 01/18/1986 03/01/2006
121068 Salaheloin   Osuba              M  Sales Rep. II         $27,550 US 12/02/1969 09/01/1992
121069 Jason        Lapsley            M  Sales Rep. II         $26,195 US 03/19/1969 10/01/1990
121070 Agnieszka    Holthouse          F  Sales Rep. III        $29,385 US 11/04/1984 02/01/2006
121071 John         Hoppmann           M  Sales Rep. III        $28,625 US 09/10/1959 09/01/1977
121072 Christer     North              M  Sales Rep. I          $26,105 US 01/10/1979 09/01/2007
121073 Donald       Court              M  Sales Rep. I          $27,100 US 05/15/1949 01/01/2007
121074 Eric         Michonski          M  Sales Rep. I          $26,990 US 03/01/1959 10/01/2007
121075 Kasha        Sugg               F  Sales Rep. II         $28,395 US 12/23/1944 01/01/1974
121076 Micah        Cobb               M  Sales Rep. II         $26,685 US 10/09/1964 01/01/1983
121077 Bryce        Smotherly          M  Sales Rep. III        $28,585 US 09/05/1984 10/01/2006
121078 Lionel       Wende              M  Sales Rep. I          $27,485 US 05/01/1949 11/01/2007
121079 Azmi         Mees               M  Sales Rep. I          $25,770 US 06/03/1974 11/01/2007
121080 Kumar        Chinnis            M  Sales Rep. I          $32,235 US 01/24/1959 09/01/2007
121081 Susie        Knudson            F  Sales Rep. III        $30,235 US 03/28/1949 04/01/1976
121082 Richard      Debank             M  Sales Rep. III        $28,510 US 07/05/1949 10/01/1977
121083 Tingmei      Sutton             F  Sales Rep. I          $27,245 US 03/11/1959 03/01/2007
121084 Tulsidas     Ould               M  Sales Rep. I          $22,710 US 08/16/1964 01/01/2007
121085 Rebecca      Huslage            M  Sales Rep. IV         $32,235 US 11/12/1986 01/01/2007
121086 John-Michael Plybon             M  Sales Rep. I          $26,820 US 12/16/1944 01/01/2007
121087 Virtina      O'Suilleabhain     F  Sales Rep. II         $28,325 US 12/07/1974 03/01/1999
121088 Momolu       Kernitzki          M  Sales Rep. I          $27,240 US 06/10/1988 01/01/2007
121089 Gregory      Sauder             M  Sales Rep. II         $28,095 US 08/21/1954 07/01/1974
121090 Betty        Klibbe             F  Sales Rep. I          $26,600 US 06/19/1954 02/01/2007
121091 Ernest       Kadiri             M  Sales Rep. II         $27,325 US 02/19/1969 01/01/1989
121092 Gynell       Pritt              F  Sales Rep. I          $25,680 US 03/08/1974 08/01/2007
121093 Carl         Vasconcellos       M  Sales Rep. I          $27,410 US 07/18/1964 01/01/2007
121094 Larry        Tate               M  Sales Rep. I          $26,555 US 01/07/1954 09/01/2007
121095 Sara         Kratzke            F  Sales Rep. II         $28,010 US 04/14/1969 07/01/1991
121096 Robert       Newstead           M  Sales Rep. I          $26,335 US 05/18/1969 05/01/2007
121097 Willeta      Chernega           F  Sales Rep. II         $26,830 US 10/23/1974 10/01/1995
121098 Hal          Heatwole           M  Sales Rep. I          $27,475 US 03/22/1988 05/01/2007
121099 Royall       Mrvichin           M  Sales Rep. IV         $32,725 US 03/19/1979 05/01/2000
121100 Tzue-Ing     Cormell            M  Sales Rep. II         $28,135 US 04/27/1949 04/01/1976
121101 Burnetta     Buckner            F  Sales Rep. I          $25,390 US 08/28/1986 11/01/2007
121102 Rocheal      Flammia            F  Sales Rep. I          $27,115 US 06/26/1979 06/01/2007
121103 Brian        Farnsworth         M  Sales Rep. I          $27,260 US 04/28/1988 09/01/2007
121104 Leoma        Johnson            F  Sales Rep. II         $28,315 US 11/12/1964 04/01/1986
121105 Jessica      Savacool           F  Sales Rep. III        $29,545 US 05/09/1979 01/01/2003
121106 James        Hilburger          M  Sales Rep. I          $25,880 US 02/02/1969 02/01/2007
121107 Rose         Anger              F  Sales Rep. IV         $31,380 US 04/24/1986 07/01/2006
121108 Libby        Levi               F  Sales Rep. I          $25,930 US 07/04/1988 11/01/2007
121109 Harold       Boulus             M  Sales Rep. I          $26,035 US 11/05/1969 05/01/2007
121135 Tammy        Ruta               F  Sales Rep. I          $27,010 US 06/07/1954 08/01/2007
121136 Lesia        Galarneau          F  Sales Rep. I          $27,460 US 07/15/1974 12/01/2007
121137 Michael. R.  Boocks             M  Sales Rep. I          $27,055 US 01/18/1988 04/01/2007
121138 Hershell     Tolley             M  Sales Rep. I          $27,265 US 02/28/1949 01/01/2007
121139 Diosdado     Mckee              F  Sales Rep. II         $27,700 US 08/19/1959 07/01/1987
121140 Saunders     Briggi             M  Sales Rep. I          $26,335 US 01/23/1979 04/01/2007
121143 Louis        Favaron            M  Senior Sales Manager  $95,090 US 11/26/1969 07/01/1997
121144 Renee        Capachietti        F  Sales Manager         $83,505 US 06/28/1964 11/01/1991
121145 Dennis       Lansberry          M  Sales Manager         $84,260 US 11/22/1949 04/01/1976
